NO,NO,dqOiM6yBYgnVSezBRiQXs9bvOFnRqrtIoXRIElxD7g8=,GNjrXXA3SxbgD0dTRblAPO9jFJ7AIaZnu/f48g5XSUk=,0.576561163,0.073139435,0.481394354,0.115697177,0.472474289,YES,NO,NO,NO,NO,42,0.396065013,3,6,0.991017964,0,0.82,3306,4676,YES,NO,YES,0,0.405047049,0.4646098,NO,NO,NO,NO,mimucPmJSF6NI6KM6cPIaaVxWaQyIQzSgtwTTb9bKlc=,s7mTY62CCkWUFc36AW2TlYAy5CIcniD2Vz+lHzyYCLg=,0.576561163,0.073139435,0.481394354,0.115697177,0.458560194,YES,NO,YES,NO,NO,9,0.368263473,2,10,0.992728828,0,0.94,3306,4676,YES,NO,YES,1,0.375534645,0.451300665,+2TNtXRI6r9owdGCS80Ia9VVv8ZpuOpVaHEvxRGGu78=,NO,NO,Op+X3asn5H7EQJErI7PR0NkUs3YB+Ld/8OfWuiOC8tU=,GeerC2BbPUcQfQO86NmvOsKrfTvmW7HF+Iru9y+7DPA=,0.576561163,0.073139435,0.481394354,0.115697177,0.487598306,YES,NO,NO,NO,NO,42,0.363130881,6,10,0.987596236,0,0.71,3306,4676,YES,NO,YES,0,0.375534645,0.479733817,bxU52teuxC05EZyzFihSiKHczE2ZAIVCXekVLG7j3C0=,NO,NO,+dia7tCOijlRGbABX0YKG5L85x/hXLyJwwplN5Qab04=,f4Uu1R9nnf/h03aqiRQT0Fw3WItzNToLCyRlW1Pn8Z8=,0.576561163,0.073139435,0.481394354,0.115697177,0.47307925,YES,NO,NO,NO,NO,37,0.333618477,4,6,0.98716852,0,0.89,3306,4676,YES,NO,YES,1,0.346449957,0.4646098,0.576561163,0.073139435,0.481394354,0.115697177,0.47307925,YES,NO,NO,NO,NO,42,0.363130881,5,6,0.987596236,0,0.81,3306,4676,YES,NO,YES,2,0.375534645,0.4646098
,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,NO,NO,NO,NO,l0G2rvmLGE6mpPtAibFsoW/0SiNnAuyAc4k35TrHvoQ=,lblNNeOLanWhqgISofUngPYP0Ne1yQv3QeNHqCAoh48=,1.058378705,0.125831821,0.932546884,0.663036903,0.569046601,YES,NO,NO,NO,NO,9,0.709921355,5,6,0.968239564,0,0.81,4678,3306,YES,NO,YES,3,0.741681791,0.560282172,MZZbXga8gvaCBqWpzrh2iKdOkcsz/bG/z4BVjUnqWT0=,NO,NO,TqL9cs8ZFzALzVpZv6wYBDi+6zwhrdarQE/3FH+XAlA=,aZTF/lredyP4cukeN8bh6kpBjYmS1QFNpPOg2LVm3Lg=,1.058378705,0.125831821,0.932546884,0.663036903,0.628473707,YES,NO,NO,NO,NO,2,0.679370841,8,7,0.93738657,0,0.84,4678,3306,YES,NO,YES,1,0.741984271,0.619281744,YvZUuCDjLu9VvkCdBWgARWQrvm+FSXgxp0zIrMjcLBc=,NO,NO,dsyhxXKNNJy4WVGD/v4+UGyW3jHWkx2xTdg3STsf34A=,X6dDAI/DZOWvu0Dg6gCgRoNr2vTUz/mc4SdHTNUPS38=,1.058378705,0.125831821,0.932546884,0.663036903,0.602394186,NO,NO,NO,NO,NO,11,0.581367211,3,6,0.966122202,0,0.87,4678,3306,NO,NO,NO,3,0.615245009,0.593629756,1.058378705,0.125831821,0.932546884,0.663036903,0.602394186,YES,NO,NO,NO,NO,9,0.709921355,4,6,0.968239564,0,0.51,4678,3306,YES,NO,YES,4,0.741681791,0.593629756
NO,NO,ib4VpsEsqJHzDiyL0dZLQ+xQzDPrkxE+9T3mx5fv2wI=,X6dDAI/DZOWvu0Dg6gCgRoNr2vTUz/mc4SdHTNUPS38=,1.341802783,0.051421658,0.935571688,0.041439806,0.501710133,NO,NO,YES,NO,NO,2,0.838475499,3,5,0.966122202,0,0.74,4678,3306,NO,NO,NO,2,0.872353297,0.49315947,NO,NO,YES,YES,9TRXThP/ifDpJRGFX1LQseibUA1NJ3XM53gy+1eZ46k=,XSJ6E8aAoZC7/KAu3eETpfMg3mCq7HVBFIVIsoMKh9E=,1.341802783,0.051421658,0.935571688,0.041439806,0.447627191,YES,NO,NO,NO,YES,2,0.752268603,5,7,0.95493043,0,0.82,4678,3306,YES,NO,YES,2,0.797338173,0.438435229,cr+kkNnNFV9YL0vz029hk3ohIDmGuABRVNhFe0ePZyo=,NO,NO,oFsUwSLCWcj8UA1cqILh5afKVcvwlFA+ohJ147Wkz5I=,WV5vAHFyqkeuyFB5KVNGFOBuwjkUGKYc8wh9QfpVzAA=,1.341802783,0.051421658,0.935571688,0.041439806,0.522873023,YES,NO,NO,NO,NO,1,0.7323049,6,6,0.95493043,0,0.8,4678,3306,YES,NO,YES,0,0.777374471,0.51368106,X6dDAI/DZOWvu0Dg6gCgRoNr2vTUz/mc4SdHTNUPS38=,NO,NO,mRPnGiKVOWTk/vzZaqlLXZRtdrkcQ/sX0hqBCqOuKq0=,oo9tGpHvTredpg9JkHgYbZAuxcwtSpQxU5mA/zUbxY8=,1.341802783,0.051421658,0.935571688,0.041439806,0.501710133,NO,NO,NO,NO,NO,2,0.657289776,6,5,0.936479129,0,0.79,4678,3306,NO,NO,NO,0,0.720810647,0.49315947,1.341802783,0.051421658,0.935571688,0.041439806,0.501710133,NO,NO,YES,NO,NO,5,0.742589232,3,5,0.966122202,0,0.85,4678,3306,NO,NO,NO,1,0.77646703,0.49315947
YES,NO,BfrqME7vdLw3suQp6YAT16W2piNUmpKhMzuDrVrFQ4w=,YGCdISifn4fLao/ASKdZFhGIq23oqzfSbUVb6px1pig=,0.653911928,0.041470714,0.940786661,0.090850791,0.556563823,YES,NO,NO,NO,NO,37,0.127404874,8,15,0.959170586,0,0.96,3306,4678,YES,NO,YES,1,0.168234288,0.546581972,NO,NO,YES,NO,BfrqME7vdLw3suQp6YAT16W2piNUmpKhMzuDrVrFQ4w=,YGCdISifn4fLao/ASKdZFhGIq23oqzfSbUVb6px1pig=,0.653911928,0.041470714,0.940786661,0.090850791,0.556563823,YES,NO,NO,NO,NO,37,0.127404874,8,15,0.959170586,0,0.96,3306,4678,YES,NO,YES,1,0.168234288,0.546581972,XQG0f+jmjLI0UHAXXH2RYL4MEHa+yd9okO+730PCZuc=,YES,NO,/1yAAEg6Qib4GMD+wvGOlGmpCIPIAzioWtcCwbns9/I=,YGCdISifn4fLao/ASKdZFhGIq23oqzfSbUVb6px1pig=,0.653911928,0.041470714,0.940786661,0.090850791,0.557773745,YES,NO,NO,NO,NO,22,0.067764002,8,15,0.959598119,0,0.93,3306,4678,YES,NO,YES,2,0.108165883,0.547791894,Vl+TDNSupucNoI+Fqeo7bMCkxg1hRjgTSS6NYb9BW00=,YES,NO,/1yAAEg6Qib4GMD+wvGOlGmpCIPIAzioWtcCwbns9/I=,YGCdISifn4fLao/ASKdZFhGIq23oqzfSbUVb6px1pig=,0.653911928,0.041470714,0.940786661,0.090850791,0.557773745,YES,NO,NO,NO,NO,22,0.067764002,8,15,0.959598119,0,0.93,3306,4678,YES,NO,YES,2,0.108165883,0.547791894,0.653911928,0.041470714,0.940786661,0.090850791,0.557773745,YES,NO,NO,NO,NO,0,0.067764002,17,15,0.927550466,0,0.945,3306,4678,NO,NO,YES,3,0.168234288,0.546581972
NO,NO,RTjsrrR8DTlJyaIP9Q3Z8s0zseqlVQTrlSe97GCWfbk=,3yK2OPj1uYDsoMgsxsjY1FxXkOllD8Xfh20VYGqT+nU=,1.415919283,0,1,0,0.375296912,NO,NO,YES,NO,NO,1,0.523542601,4,11,0.963004484,0,1,1263,892,NO,NO,NO,2,0.560538117,0.361045131,NO,NO,NO,NO,XEDyQD4da6aJkZiBf+r7LD2VdhLGnCMsSpuRFUyCZgg=,Co/nVSLofrWsM5qpcKLXfekegArokgN29XjEXttuXK4=,1.415919283,0,1,0,0.300079177,YES,NO,NO,NO,YES,6,0.167040359,3,3,0.971973094,0,1,1263,892,YES,NO,YES,1,0.195067265,0.285827395,wIHg6aGH2GMPX6l1pCTzeS1bXE4jxRqmd9ubES4HgW8=,NO,NO,ST8+q2Jgb91pWEwLwmSoJzXEGsQKeQGbzlLbgHPtj4w=,rB07AAHPffU4zFFF8IrqfKSltyWcPyy4+q+IM5SLZiQ=,1.415919283,0,1,0,0.400633413,NO,NO,NO,NO,NO,9,0.144618834,10,14,0.944506726,-0.5,1,1263,892,NO,NO,NO,1,0.221973094,0.386381631,WYQEP5EEzM+P+nfkHKLkGko/S3RdBgfEQ3IcyYwrChE=,NO,NO,fylJzYvYlM0+kRBeLB3eFKKgCibqxFvBa8hL+WStwCE=,IoM2E9pNxABFR+H3yfapUL+ThKm7GtTzY7js9H/H99o=,1.415919283,0,1,0,0.375296912,NO,NO,NO,NO,NO,1,0.065022422,8,11,0.927130045,0,1,1263,892,NO,NO,NO,0,0.137892377,0.361045131,1.415919283,0,1,0,0.375296912,NO,NO,NO,NO,NO,9,0.146860987,11,11,0.900224215,0,1,1263,892,NO,NO,NO,1,0.246636771,0.361045131
NO,NO,cz26ErvsEb3tZqeaIlmLIwjn8D7YVXYynSLV1WltcUk=,olN1LoaeSyI8h+udI/jquozrw4R8YQ+cVwHq1dOUO5s=,1.41367713,0,1,0,0.667724029,NO,NO,NO,NO,NO,8,0.18161435,9,7,0.918161435,0,1,1261,892,NO,NO,NO,2,0.263452915,0.659000793,NO,NO,NO,NO,cz26ErvsEb3tZqeaIlmLIwjn8D7YVXYynSLV1WltcUk=,olN1LoaeSyI8h+udI/jquozrw4R8YQ+cVwHq1dOUO5s=,1.41367713,0,1,0,0.667724029,NO,NO,NO,NO,NO,8,0.18161435,9,7,0.918161435,0,1,1261,892,NO,NO,NO,2,0.263452915,0.659000793,PWQE+s/KVmMoNHCVmhyOF91yKUU2mNYDL3btueMBDdc=,NO,NO,cz26ErvsEb3tZqeaIlmLIwjn8D7YVXYynSLV1WltcUk=,olN1LoaeSyI8h+udI/jquozrw4R8YQ+cVwHq1dOUO5s=,1.41367713,0,1,0,0.667724029,NO,NO,NO,NO,NO,8,0.18161435,9,7,0.918161435,0,1,1261,892,NO,NO,NO,2,0.263452915,0.659000793,IWeABCIYP0/kDtdJ0DGtT8TrwGtZeUv891NnDwbh8wE=,YES,YES,XxFENDa0dtnW+Ik9a79Yj8mC/sr9lnO/v5cDqnFW/p8=,BWlzsfzvLpUVVqvMBbjZ4zlrnQb/agQ7zCXv27i3RUw=,1.41367713,0,1,0,0.667724029,YES,NO,NO,NO,YES,4,0.135650224,4,7,0.963004484,0,1,1261,892,YES,NO,YES,1,0.17264574,0.659000793,1.41367713,0,1,0,0.667724029,YES,NO,NO,NO,NO,0,0.135650224,14,7,0.881165919,0,1,1261,892,YES,NO,YES,2,0.263452915,0.659000793
NO,NO,m5L1gU5gqVRl202bsd4bnfsAkf7VyXSuHW1m02wGFBY=,X6dDAI/DZOWvu0Dg6gCgRoNr2vTUz/mc4SdHTNUPS38=,0.595553655,0.027362121,0.940786661,0.090850791,0.35753176,NO,NO,YES,NO,NO,31,0.210132535,3,14,0.979905943,0,0.8,3306,4678,NO,NO,NO,3,0.230226593,0.347549909,NO,NO,NO,NO,WDUtarnEIOA+cWAkQ5WWRQ/N8LulFMjwVJA7T1EbO6k=,X6dDAI/DZOWvu0Dg6gCgRoNr2vTUz/mc4SdHTNUPS38=,0.595553655,0.027362121,0.940786661,0.090850791,0.340290381,NO,NO,YES,NO,NO,11,0.181274049,3,15,0.981188542,0,0.96,3306,4678,NO,NO,NO,1,0.200085507,0.33061101,4OuR0qe9CY4jpQh0WpA/8I+Qf1GulSYtxlyxMizO6Fo=,NO,NO,rSWKD6AIszyQiT8IXXJ6LDNuTyXgMpmBYEVAcU8sdZs=,X6dDAI/DZOWvu0Dg6gCgRoNr2vTUz/mc4SdHTNUPS38=,0.595553655,0.027362121,0.940786661,0.090850791,0.374168179,NO,NO,NO,NO,NO,14,0.180632749,3,15,0.980547242,0,0.94,3306,4678,NO,NO,NO,3,0.200085507,0.364186328,ji0DAgHfXDpcTlSSqVzhtshR5W6dN2ba6ByjbI5L5dQ=,YES,NO,uoO1ZxC0shkkMmvAReQivj7WnGYPZUxciZbWeLOotlc=,YGCdISifn4fLao/ASKdZFhGIq23oqzfSbUVb6px1pig=,0.595553655,0.027362121,0.940786661,0.090850791,0.356019359,YES,NO,NO,NO,NO,31,0.126763574,8,14,0.958529286,0,0.9,3306,4678,YES,NO,YES,0,0.168234288,0.346037508,0.595553655,0.027362121,0.940786661,0.090850791,0.35753176,YES,NO,NO,NO,NO,14,0.180632749,3,14,0.980547242,0,0.8,3306,4678,YES,NO,YES,2,0.200085507,0.347549909
NO,NO,+DmbZpPes1kiIlEhrsEbhzCI6D7BbRkQKVA93qYRvAI=,ubHy/++3FVAS97znZOt7L+cjkZFJREIiJPRZEfRIztc=,0.325780248,0.075245832,0.219752031,0.264429243,0.409555288,NO,NO,YES,NO,NO,1,0.167592988,3,5,0.98503634,0,0.89,3328,4678,NO,NO,NO,0,0.182556648,0.397836538,NO,NO,NO,NO,+DmbZpPes1kiIlEhrsEbhzCI6D7BbRkQKVA93qYRvAI=,ubHy/++3FVAS97znZOt7L+cjkZFJREIiJPRZEfRIztc=,0.325780248,0.075245832,0.219752031,0.264429243,0.409555288,NO,NO,YES,NO,NO,1,0.167592988,3,5,0.98503634,0,0.89,3328,4678,NO,NO,NO,0,0.182556648,0.397836538,qO93RV2BbAPgxSSWp29dtmK80FULEXP5EpIHvlx5TcM=,NO,NO,EAg3fPuPCbriA2kSvWJx3HJTS8vNDkS5WTNMlGbMqDk=,FExKgjj6CsbToTubdZ+kGsOmUx3gCvZVJCdZPcdPNF4=,0.325780248,0.075245832,0.219752031,0.264429243,0.411358173,NO,NO,YES,NO,NO,2,0.108165883,5,5,0.973065413,0,0.87,3328,4678,NO,NO,NO,0,0.13510047,0.398737981,7NvhTYX+JW41YZl/PiZP0zFSP9L7ppdvMCQG01OEr80=,NO,NO,EAg3fPuPCbriA2kSvWJx3HJTS8vNDkS5WTNMlGbMqDk=,FExKgjj6CsbToTubdZ+kGsOmUx3gCvZVJCdZPcdPNF4=,0.325780248,0.075245832,0.219752031,0.264429243,0.411358173,NO,NO,YES,NO,NO,2,0.108165883,5,5,0.973065413,0,0.87,3328,4678,NO,NO,NO,0,0.13510047,0.398737981,0.325780248,0.075245832,0.219752031,0.264429243,0.411358173,NO,NO,YES,NO,NO,0,0.108165883,13,5,0.943461118,0.333333333,0.88,3328,4678,NO,NO,NO,2,0.182556648,0.397836538
,,,,0,0,0,0,0,,,,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,NO,NO,NO,NO,ib4VpsEsqJHzDiyL0dZLQ+xQzDPrkxE+9T3mx5fv2wI=,X6dDAI/DZOWvu0Dg6gCgRoNr2vTUz/mc4SdHTNUPS38=,1.260895884,0.062953995,0.934624697,0.06598063,0.401925134,NO,NO,YES,NO,NO,2,0.857142857,3,5,0.970641646,0,0.94,4675,3304,NO,NO,NO,0,0.886501211,0.394224599,DZjyMV7X8bKmLv6sxaFRHtLB2tz4DHTtuOVIPy4Q8Fo=,NO,NO,ypadT+8cJc7iVikf8H8w+gbhFqIUHdxTb4ywwlERuVI=,BWlzsfzvLpUVVqvMBbjZ4zlrnQb/agQ7zCXv27i3RUw=,1.260895884,0.062953995,0.934624697,0.06598063,0.752299465,YES,NO,NO,NO,YES,1,0.889830508,4,7,0.966404358,0,0.49,4675,3304,YES,NO,YES,1,0.92342615,0.744812834,WV5vAHFyqkeuyFB5KVNGFOBuwjkUGKYc8wh9QfpVzAA=,NO,NO,WmRPBSBmxN/kDx/gEBEfWm1M3xmsoaRpIvIRhpEcU7I=,X6dDAI/DZOWvu0Dg6gCgRoNr2vTUz/mc4SdHTNUPS38=,1.260895884,0.062953995,0.934624697,0.06598063,0.709518717,NO,NO,NO,NO,NO,4,0.849273608,3,10,0.972154964,0,0.78,4675,3304,NO,NO,NO,0,0.877118644,0.702032086,1.260895884,0.062953995,0.934624697,0.06598063,0.709518717,YES,NO,NO,NO,NO,2,0.88377724,6,10,0.96035109,0,0.82,4675,3304,YES,NO,YES,1,0.92342615,0.702032086
NO,NO,IMXZ1f/AIvj3ay/f2XKKw9FlTUhBlhvvD8vyj172WKQ=,vOPAlFJxrZoxaQht2ylUA2U0jUyFGxJF7iy/SNua2+U=,1.17487164,0.656599215,0.785563274,1.160374509,0.830483112,YES,NO,NO,NO,NO,1,0.70794322,5,5,0.97372395,0,0.79,4678,3311,YES,NO,YES,3,0.734219269,0.822787516,NO,NO,NO,NO,3AmXF7pJjwdS3DF2EKtDfdKwvJpI1Ktop05jAcYvqHU=,YNHVFZzYI7H/ZHSLibIUqL9s9zmR4V7GE/RvCqeNA8Q=,1.17487164,0.656599215,0.785563274,1.160374509,0.829200513,YES,NO,NO,NO,NO,2,0.684989429,3,5,0.980972516,0,0.82,4678,3311,YES,NO,YES,2,0.704016913,0.822573749,wVp44rsTzFq64YSdsaEcjHUR9BSKU9Z64DYbPWgUFgA=,NO,NO,IMXZ1f/AIvj3ay/f2XKKw9FlTUhBlhvvD8vyj172WKQ=,vOPAlFJxrZoxaQht2ylUA2U0jUyFGxJF7iy/SNua2+U=,1.17487164,0.656599215,0.785563274,1.160374509,0.830483112,YES,NO,NO,NO,NO,1,0.70794322,5,5,0.97372395,0,0.79,4678,3311,YES,NO,YES,3,0.734219269,0.822787516,4+8KW9/Rt/diiEG2tp9s6iuDgOKBV0gXRTyKl+WsxBo=,NO,NO,3AmXF7pJjwdS3DF2EKtDfdKwvJpI1Ktop05jAcYvqHU=,YNHVFZzYI7H/ZHSLibIUqL9s9zmR4V7GE/RvCqeNA8Q=,1.17487164,0.656599215,0.785563274,1.160374509,0.829200513,YES,NO,NO,NO,NO,2,0.684989429,3,5,0.980972516,0,0.82,4678,3311,YES,NO,YES,2,0.704016913,0.822573749,1.17487164,0.656599215,0.785563274,1.160374509,0.830483112,YES,NO,YES,NO,YES,0,0.684989429,9,5,0.958492168,0,0.805,4678,3311,YES,NO,YES,5,0.734219269,0.822573749
